cuedc2_mid,cuedc2_rif,cuedc2_dig,cuedc2_par,cuedc2_erg
43.38815046180347,34.146179816907015,40.16712663158072,40.63810952077039,38.74175208765798
43.24546434129746,33.880841861683955,40.097169898215554,40.25697791171366,38.47103078848524
43.16008445314225,34.432252235297625,40.243284552061915,40.165306072507114,38.878848903251026
43.036687775290744,34.37347169613799,40.55810344132372,40.2117425244379,38.95447433139649
43.24590250957573,34.239102983472925,40.57375922608549,39.85738262292162,39.532083121486664
43.8014546321184,34.36511242269724,40.1935734148386,39.78087531133392,39.470515362508834
43.847967721477865,34.39101522909867,40.46287814036364,39.5688842694736,39.41442770422597
44.11640681112914,34.07263680562339,40.159479033627235,39.82996910590345,39.57885006730806
44.04000710265072,34.12217127024362,40.13289117637914,39.609873778962786,39.70393570161926
44.046474837856856,34.00649253089296,39.95422049506712,39.64103996051316,40.30975040937392
44.25910418251769,34.151975241639015,40.31514748645563,39.58395880163814,40.23209918130744
44.37557912097598,34.26059859489696,40.526579705499664,39.433598897526224,40.034631485343226
44.400391553946776,34.19463842986521,40.449413358614024,38.948470681089155,39.94881993292951
44.533422238149846,33.95625317826214,40.31379357366146,38.68167720047711,39.67900962401965
44.60944878659701,34.14043194402669,40.3812519408968,38.13745801430466,39.49751016931211
44.66089228157515,34.21277080072273,40.40117609538435,37.64823321447635,39.494170735055704
44.903430131525596,34.043231189817945,40.97853060134969,37.07070316332086,39.62951728384242
44.98980886369712,34.12557432702524,41.30031571980352,36.76288555242823,39.78673591446
45.08599304604165,34.26596125754544,41.689310641715814,36.78888894803864,39.59430985420696
45.107544438608436,34.25164992740831,41.58123005064622,36.63862985415994,39.69054182906829
45.34949957465958,34.66480763540758,41.770520969341874,36.732521285250286,39.517278755920394
45.74412448767585,34.265085606070855,41.757337770329045,36.85158877974704,39.37071438971018
45.69275255031511,34.535371836900794,41.91482709110287,36.98650511236033,39.349722679219916
45.87758618453215,34.73599434546545,42.000941361073274,37.164443772747894,39.56524166486642
45.52404921066747,34.85952592859893,41.8430700445474,36.95868956125898,39.5251551097271
45.21940577629609,35.18826114840443,41.731399915961596,37.042841970081135,39.31659631788974
44.955659400527544,35.7729784971164,42.238293134608824,37.17668624640632,39.539339995355206
44.76094204031228,35.708608142257724,42.38141311157907,37.22170372417855,39.509966725963956
45.093284525684645,35.792265476337725,42.423607199890306,37.00994277471902,39.56183488842953
45.045579134218414,35.7874708412487,42.450777603092575,37.31881280449209,39.59468195482947
44.70809453212985,35.39795627019767,42.050746626885356,37.08889073449589,39.64078693721493
44.58768901515013,34.91310814041369,41.76062923969784,37.44367880994351,39.935576959127445
44.54243927977692,35.20094414475063,41.78712651180807,37.13158963608241,40.33868056536603
44.43507323269316,35.33243994725267,41.713256886764846,37.096886762530076,39.78805449195513
44.27116972512639,35.61495691731914,41.73776697562213,36.85182542709841,39.44750064327475
44.21907286998857,35.630674201799025,41.959775300426024,36.81725577632913,39.574164754616255
44.29832915555385,35.586816540452595,41.39386120791434,36.851926996176765,39.58077067687972
